

Comienza el proceso de eliminación



Número 		 |		Tiempo que le tomó
    2774		 | 		93681
    9285		 | 		93780
    7170		 | 		93862
    5387		 | 		93935
    4549		 | 		94005
    1160		 | 		94076
    6435		 | 		94147
    3160		 | 		94253
    9352		 | 		94326
    9726		 | 		94402
    956		 | 		94495
    5999		 | 		94596
    9632		 | 		94675
    9345		 | 		94744
    5977		 | 		94832
    5556		 | 		94905
    8772		 | 		94973
    3949		 | 		95043
    4111		 | 		95109
    9058		 | 		95178
    3407		 | 		95245
    3915		 | 		95315
    4347		 | 		95387
    3897		 | 		95454
    6498		 | 		95522
    8270		 | 		95591
    1214		 | 		95662
    8752		 | 		95730
    9275		 | 		95798
    3741		 | 		95884
    4568		 | 		95974
    8400		 | 		96042
    3025		 | 		96108
    8089		 | 		96173
    3786		 | 		96238
    7573		 | 		96304
    9248		 | 		96375
    6573		 | 		96463
    7084		 | 		96550
    8600		 | 		96616
    2650		 | 		96704
    4392		 | 		96785
    4598		 | 		96853
    2281		 | 		96940
    88		 | 		97032
    6926		 | 		97119
    4189		 | 		97185
    8859		 | 		97272
    875		 | 		97364
    8299		 | 		97436
    4269		 | 		97504
    633		 | 		97596
    2213		 | 		97683
    4967		 | 		97771
    4530		 | 		97846
    8711		 | 		97913
    9588		 | 		98059
    5743		 | 		98161
    3814		 | 		98254
    8862		 | 		98328
    9483		 | 		98397
    4733		 | 		98470
    7262		 | 		98538
    8859		 | 		98626
    2822		 | 		98724
    7399		 | 		98789
    2783		 | 		98860
    2069		 | 		98957
    323		 | 		99031
    9867		 | 		99119
    7020		 | 		99185
    2972		 | 		99255
    4258		 | 		99344
    7969		 | 		99418
    5253		 | 		99486
    4345		 | 		99553
    4895		 | 		99733
    9441		 | 		99804
    9555		 | 		99873
    2121		 | 		99942
    4091		 | 		100030
    3823		 | 		100125
    2753		 | 		100196
    2656		 | 		100266
    8789		 | 		100333
    7282		 | 		100420
    7718		 | 		100488
    8376		 | 		100579
    9376		 | 		100652
    1531		 | 		100727
    3590		 | 		100822
    5210		 | 		100889
    2615		 | 		100958
    7203		 | 		101028
    4068		 | 		101113
    5436		 | 		101199
    953		 | 		101264
    6851		 | 		101335
    7505		 | 		101408
    1276		 | 		101479
    6717		 | 		101549
    876		 | 		101634
    4247		 | 		101718
    7326		 | 		101784
    8845		 | 		101854
    5851		 | 		101924
    8022		 | 		101994
    91		 | 		102066
    1643		 | 		102132
    7576		 | 		102198
    2211		 | 		102266
    2086		 | 		102354
    7751		 | 		102441
    4963		 | 		102509
    4741		 | 		102576
    2891		 | 		102661
    2245		 | 		102730
    8810		 | 		102819
    7619		 | 		102883
    7972		 | 		102967
    6692		 | 		103032
    1208		 | 		103120
    3182		 | 		103210
    9306		 | 		103279
    4762		 | 		103350
    7249		 | 		103422
    4742		 | 		103486
    5714		 | 		103559
    451		 | 		103646
    8598		 | 		103716
    6989		 | 		103806
    3519		 | 		103875
    9473		 | 		103965
    7588		 | 		104049
    844		 | 		104118
    4669		 | 		104186
    3438		 | 		104253
    8865		 | 		104339
    4759		 | 		104428
    5081		 | 		104491
    2793		 | 		104575
    6969		 | 		104643
    7166		 | 		104729
    543		 | 		104794
    1932		 | 		104860
    8258		 | 		104930
    9785		 | 		105012
    528		 | 		105076
    3419		 | 		105162
    7403		 | 		105224
    8499		 | 		105294
    110		 | 		105410
    4962		 | 		105500
    1680		 | 		105591
    5767		 | 		105693
    9723		 | 		105818
    5281		 | 		105921
    6860		 | 		106004
    1789		 | 		106083
    5731		 | 		106157
    5457		 | 		106282
    8777		 | 		106369
    9250		 | 		106483
    1282		 | 		106575
    2716		 | 		106660
    6445		 | 		106744
    5950		 | 		106824
    6154		 | 		106907
    1662		 | 		107009
    709		 | 		107108
    7586		 | 		107203
    4454		 | 		107284
    7677		 | 		107378
    4751		 | 		107458
    1348		 | 		107533
    5960		 | 		107604
    9360		 | 		107676
    1132		 | 		107770
    6487		 | 		107842
    2778		 | 		107942
    4887		 | 		108077
    1338		 | 		108156
    9239		 | 		108231
    9848		 | 		108330
    3017		 | 		108428
    5005		 | 		108507
    9571		 | 		108578
    4649		 | 		108653
    8217		 | 		108750
    7711		 | 		108857
    380		 | 		108934
    3673		 | 		109027
    2839		 | 		109123
    5981		 | 		109221
    1306		 | 		109291
    5555		 | 		109362
    8777		 | 		109439
    7256		 | 		109512
    1708		 | 		109584
    438		 | 		109676
    4316		 | 		109744
    9293		 | 		109845
    1243		 | 		109917
    1992		 | 		110010
    395		 | 		110110
    2590		 | 		110207
    7952		 | 		110312
    6106		 | 		110416
    74		 | 		110493
    790		 | 		110575
    8883		 | 		110657
    4960		 | 		110771
    2127		 | 		110855
    4473		 | 		110971
    4807		 | 		111049
    1496		 | 		111121
    5829		 | 		111231
    729		 | 		111332
    6144		 | 		111404
    4045		 | 		111482
    8439		 | 		111558
