Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    30751		 | 		19492
    61186		 | 		19556
    26106		 | 		19616
    63685		 | 		19678
    75105		 | 		19738
    96819		 | 		19801
    39571		 | 		19862
    92998		 | 		19921
    92234		 | 		19986
    23775		 | 		20046
    90201		 | 		20109
    47857		 | 		20178
    95114		 | 		20239
    66736		 | 		20303
    80673		 | 		20363
    15456		 | 		20423
    4397		 | 		20485
    97581		 | 		20548
    10625		 | 		20613
    99290		 | 		20676
    42842		 | 		20737
    97022		 | 		20797
    49371		 | 		20860
    68895		 | 		20920
    7923		 | 		20986
    38918		 | 		21048
    47115		 | 		21112
    68235		 | 		21176
    75436		 | 		21236
    11749		 | 		21297
    34697		 | 		21360
    6187		 | 		21422
    72934		 | 		21489
    77154		 | 		21554
    69871		 | 		21616
    64391		 | 		21684
    73972		 | 		21747
    25793		 | 		21812
    57388		 | 		21873
    82558		 | 		21938
    49567		 | 		21998
    63940		 | 		22062
    30414		 | 		22123
    61033		 | 		22186
    47027		 | 		22247
    27438		 | 		22329
    76488		 | 		22396
    51423		 | 		22463
    41370		 | 		22528
    87112		 | 		22597
    67064		 | 		22662
    84211		 | 		22730
    485		 | 		22795
    32787		 | 		22863
    69457		 | 		22931
    24759		 | 		22997
    88056		 | 		23075
    16571		 | 		23142
    92993		 | 		23210
    63492		 | 		23275
    44672		 | 		23343
    44041		 | 		23407
    69678		 | 		23476
    33957		 | 		23542
    21195		 | 		23610
    55900		 | 		23678
    98347		 | 		23742
    11518		 | 		23811
    98044		 | 		23876
    72086		 | 		23943
    94075		 | 		24012
    63962		 | 		24080
    52377		 | 		24145
    40840		 | 		24212
    24994		 | 		24277
    99403		 | 		24446
    84629		 | 		24531
    1481		 | 		24645
    50826		 | 		24744
    25999		 | 		24812
    4944		 | 		24878
    34241		 | 		24950
    26561		 | 		25018
    5428		 | 		25090
    83379		 | 		25158
    96018		 | 		25224
    30186		 | 		25293
    71435		 | 		25362
    12588		 | 		25507
    39530		 | 		25582
    34926		 | 		25650
    73611		 | 		25721
    99923		 | 		25787
    20955		 | 		25856
    7568		 | 		25923
    21117		 | 		25990
    93206		 | 		26058
    5914		 | 		26124
    48986		 | 		26191
    91249		 | 		26257
    94352		 | 		26323
    43061		 | 		26390
    55210		 | 		26460
    46728		 | 		26529
    252		 | 		26600
    80204		 | 		26678
    46131		 | 		26749
    84881		 | 		26817
    98036		 | 		26884
    13308		 | 		26952
    10879		 | 		27017
    19332		 | 		27084
    63900		 | 		27149
    53791		 | 		27215
    24759		 | 		27281
    47279		 | 		27352
    49808		 | 		27417
    71297		 | 		27488
    18713		 | 		27560
    78748		 | 		27625
    27178		 | 		27693
    69990		 | 		27758
    52358		 | 		27830
    27100		 | 		27896
    90944		 | 		27966
    59925		 | 		28033
    64568		 | 		28098
    84149		 | 		28162
    82191		 | 		28231
    13554		 | 		28296
    75397		 | 		28362
    76542		 | 		28433
    72966		 | 		28499
    46958		 | 		28566
    39621		 | 		28634
    73217		 | 		28704
    43513		 | 		28770
    2103		 | 		28841
    74449		 | 		28910
    57901		 | 		28982
    31762		 | 		29052
    1679		 | 		29120
    77232		 | 		29192
    95662		 | 		29260
    55470		 | 		29330
    18342		 | 		29397
    59292		 | 		29468
    21629		 | 		29537
    89638		 | 		29604
    78004		 | 		29671
    376		 | 		29742
    33168		 | 		29815
    47993		 | 		29884
    52734		 | 		29956
    60267		 | 		30021
    55288		 | 		30091
    29010		 | 		30159
    41187		 | 		30225
    39436		 | 		30289
    11200		 | 		30360
    54740		 | 		30427
    31184		 | 		30493
    4093		 | 		30559
    44057		 | 		30628
    94493		 | 		30696
    60066		 | 		30763
    17273		 | 		30831
    38006		 | 		30896
    62168		 | 		30970
    8074		 | 		31035
    95906		 | 		31104
    93930		 | 		31168
    9752		 | 		31236
    89489		 | 		31302
    5943		 | 		31367
    81573		 | 		31435
    7830		 | 		31499
    65234		 | 		31605
    3202		 | 		31681
    13820		 | 		31747
    43237		 | 		31822
    3577		 | 		31891
    46987		 | 		31962
    7581		 | 		32035
    72662		 | 		32110
    23605		 | 		32185
    62868		 | 		32254
    1672		 | 		32328
    64791		 | 		32397
    18655		 | 		32468
    29223		 | 		32537
    35882		 | 		32654
    49838		 | 		32784
    33316		 | 		32850
    79938		 | 		32918
    44330		 | 		32995
    93381		 | 		33062
    13563		 | 		33135
    98687		 | 		33206
    71900		 | 		33274
    21636		 | 		33340
    10944		 | 		33410
    65829		 | 		33486
    47739		 | 		33559
    432		 | 		33633
    71771		 | 		33704
    45664		 | 		33769
    8262		 | 		33838
    53356		 | 		33910
    48865		 | 		33987
    22081		 | 		34058
    12944		 | 		34128
    68793		 | 		34200
    85419		 | 		34267
    20524		 | 		34415
    41455		 | 		34500
    9023		 | 		34643
    99743		 | 		34743
    59478		 | 		34821
    90166		 | 		34906
    18397		 | 		34984
    88700		 | 		35064
    42399		 | 		35143
    84586		 | 		35219
    38367		 | 		35289
    22337		 | 		35358
    45268		 | 		35426
    48099		 | 		35493
    52251		 | 		35562
    43954		 | 		35627
    19999		 | 		35694
    73886		 | 		35759
    54898		 | 		35848
    85827		 | 		35913
    37976		 | 		35980
    55329		 | 		36051
    73950		 | 		36116
    83639		 | 		36186
    63590		 | 		36252
    27305		 | 		36319
    48855		 | 		36385
    2022		 | 		36454
    40249		 | 		36520
    17648		 | 		36588
    87440		 | 		36653
    77124		 | 		36720
    75454		 | 		36785
    12815		 | 		36852
    76867		 | 		36916
    51283		 | 		36983
    19332		 | 		37053
    11615		 | 		37119
    56334		 | 		37185
    61730		 | 		37250
    96201		 | 		37320
    94701		 | 		37386
    84066		 | 		37453
    57820		 | 		37518
    42799		 | 		37585
    36316		 | 		37650
    1773		 | 		37717
    62797		 | 		37782
    26553		 | 		37852
    73022		 | 		37917
    64976		 | 		37985
    80881		 | 		38052
    28351		 | 		38117
    55277		 | 		38184
    80871		 | 		38249
    8292		 | 		38317
    98933		 | 		38382
    29726		 | 		38449
    26666		 | 		38513
    55533		 | 		38628
    63725		 | 		38743
    30457		 | 		38903
    32657		 | 		38974
    55530		 | 		39039
    43271		 | 		39411
    25875		 | 		39507
    6812		 | 		39580
    78954		 | 		39647
    37489		 | 		39740
    63145		 | 		39810
    40684		 | 		39877
    50041		 | 		39946
