Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    5417		 | 		132761
    1299		 | 		132994
    9599		 | 		133228
    1312		 | 		133472
    345		 | 		133709
    9648		 | 		133937
    3499		 | 		134173
    4055		 | 		134408
    8721		 | 		134645
    5257		 | 		134880
    1201		 | 		135118
    1042		 | 		135348
    3208		 | 		135582
    8167		 | 		135816
    5213		 | 		136049
    7528		 | 		136280
    8728		 | 		136508
    9591		 | 		136739
    6943		 | 		136992
    6432		 | 		137245
    2026		 | 		137487
    9883		 | 		137719
    4081		 | 		137961
    1826		 | 		138208
    6029		 | 		138444
    6609		 | 		138672
    2444		 | 		138913
    6624		 | 		139142
    1250		 | 		139376
    8048		 | 		139603
    5638		 | 		139829
    3019		 | 		140058
    5698		 | 		140284
    1588		 | 		140508
    4330		 | 		140731
    6043		 | 		140960
    7587		 | 		141185
    4180		 | 		141409
    6449		 | 		141712
    6308		 | 		141942
    5788		 | 		142185
    7649		 | 		142413
    3701		 | 		142640
    8996		 | 		142865
    2168		 | 		143096
    8913		 | 		143320
    2875		 | 		143543
    895		 | 		143766
    8503		 | 		143991
    9818		 | 		144229
    7326		 | 		144459
    6880		 | 		144686
    6052		 | 		144910
    7758		 | 		145136
    5058		 | 		145364
    2080		 | 		145590
    4366		 | 		145815
    3853		 | 		146044
    8703		 | 		146274
    1968		 | 		146498
    1901		 | 		146720
    692		 | 		146946
    4986		 | 		147169
    7598		 | 		147396
    2279		 | 		147624
    5667		 | 		147851
    9992		 | 		148079
    9866		 | 		148312
    9847		 | 		148539
    6441		 | 		148765
    2525		 | 		148988
    5634		 | 		149214
    4089		 | 		149445
    6225		 | 		149670
    981		 | 		149899
    2608		 | 		150124
    5137		 | 		150348
    3856		 | 		150576
    3502		 | 		150802
    9992		 | 		151028
    25		 | 		151259
    7179		 | 		151565
    6871		 | 		151816
    6076		 | 		152056
    4937		 | 		152308
    1928		 | 		152430
    4507		 | 		152593
    5654		 | 		152684
    5781		 | 		152950
    3210		 | 		153187
    7621		 | 		153456
    4033		 | 		153699
    3901		 | 		153849
    8958		 | 		153960
    7982		 | 		154206
    2532		 | 		154462
    4625		 | 		154707
    7974		 | 		154947
    8749		 | 		155182
    823		 | 		155418
    4414		 | 		155657
    1273		 | 		155905
    2808		 | 		156142
    4854		 | 		156387
    7497		 | 		156642
    3789		 | 		156882
    7462		 | 		157052
    8985		 | 		157304
    3996		 | 		157541
    7315		 | 		157815
    8976		 | 		157938
    372		 | 		158179
    846		 | 		158444
    2199		 | 		158697
    6447		 | 		158821
    2134		 | 		159058
    478		 | 		159309
    7305		 | 		159575
    7787		 | 		159827
    2610		 | 		160059
    514		 | 		160155
    1760		 | 		160266
    6642		 | 		160536
    767		 | 		160780
    7069		 | 		160958
    976		 | 		161208
    9650		 | 		161465
    8045		 | 		161819
    8949		 | 		161895
    8398		 | 		161967
    8867		 | 		162038
    9714		 | 		162107
    9670		 | 		162178
    1675		 | 		162246
    4567		 | 		162318
    3518		 | 		162385
    1815		 | 		162457
    8380		 | 		162525
    2502		 | 		162598
    5810		 | 		162667
