Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    9752		 | 		23100
    89489		 | 		23137
    5943		 | 		23175
    81573		 | 		23212
    7830		 | 		23250
    65234		 | 		23288
    3202		 | 		23341
    13820		 | 		23384
    43237		 | 		23421
    3577		 | 		23458
    46987		 | 		23496
    7581		 | 		23534
    72662		 | 		23572
    23605		 | 		23610
    62868		 | 		23647
    1672		 | 		23684
    64791		 | 		23722
    18655		 | 		23760
    29223		 | 		23797
    35882		 | 		23835
    49838		 | 		23873
    33316		 | 		23910
    79938		 | 		23948
    44330		 | 		23985
    93381		 | 		24022
    13563		 | 		24059
    98687		 | 		24097
    71900		 | 		24135
    21636		 | 		24172
    10944		 | 		24209
    65829		 | 		24247
    47739		 | 		24284
    432		 | 		24344
    71771		 | 		24385
    45664		 | 		24423
    8262		 | 		24460
    53356		 | 		24498
    48865		 | 		24536
    22081		 | 		24573
    12944		 | 		24616
    68793		 | 		24653
    85419		 | 		24691
    20524		 | 		24728
    41455		 | 		24766
    9023		 | 		24804
    99743		 | 		24842
    59478		 | 		24879
    90166		 | 		24917
    18397		 | 		24956
    88700		 | 		25009
    42399		 | 		25082
    84586		 | 		25138
    38367		 | 		25181
    22337		 | 		25220
    45268		 | 		25321
    48099		 | 		25388
    52251		 | 		25430
    43954		 | 		25469
    19999		 | 		25507
    73886		 | 		25544
    54898		 | 		25583
    85827		 | 		25624
    37976		 | 		25663
    55329		 | 		25707
    73950		 | 		25745
    83639		 | 		25783
    63590		 | 		25820
    27305		 | 		25859
    48855		 | 		25896
    2022		 | 		25934
    40249		 | 		25972
    17648		 | 		26010
    87440		 | 		26047
    77124		 | 		26085
    75454		 | 		26122
    12815		 | 		26159
    76867		 | 		26197
    51283		 | 		26235
    19332		 | 		26272
    11615		 | 		26312
    56334		 | 		26363
    61730		 | 		26417
    96201		 | 		26464
    94701		 | 		26502
    84066		 | 		26539
    57820		 | 		26577
    42799		 | 		26620
    36316		 | 		26657
    1773		 | 		26694
    62797		 | 		26732
    26553		 | 		26769
    73022		 | 		26807
    64976		 | 		26845
    80881		 | 		26882
    28351		 | 		26920
    55277		 | 		26962
    80871		 | 		27001
    8292		 | 		27039
    98933		 | 		27076
    29726		 | 		27114
    26666		 | 		27151
    55533		 | 		27189
    63725		 | 		27227
    30457		 | 		27264
    32657		 | 		27302
    55530		 | 		27376
    43271		 | 		27449
    25875		 | 		27490
    6812		 | 		27529
    78954		 | 		27567
    37489		 | 		27609
    63145		 | 		27647
    40684		 | 		27685
    50041		 | 		27722
    74197		 | 		27760
    41101		 | 		27797
    7860		 | 		27835
    33348		 | 		27873
    93769		 | 		27912
    25985		 | 		27950
    12496		 | 		28000
    36673		 | 		28042
    99006		 | 		28092
    93823		 | 		28135
    17553		 | 		28173
    43708		 | 		28211
    49099		 | 		28248
    14776		 | 		28286
    52000		 | 		29599
    48032		 | 		29644
    44501		 | 		29682
    95017		 | 		29720
    3564		 | 		29758
    24577		 | 		29795
    25473		 | 		29833
    52572		 | 		29870
    80106		 | 		29908
    85096		 | 		29953
    78446		 | 		29993
    86917		 | 		30031
    64049		 | 		30069
    32287		 | 		30107
    66413		 | 		30144
    21084		 | 		30181
    98679		 | 		30219
    56962		 | 		30257
    62185		 | 		30295
    22891		 | 		30348
    90309		 | 		30390
    55953		 | 		30427
    48875		 | 		30465
    2804		 | 		30502
    8977		 | 		30540
    64232		 | 		30578
    12979		 | 		30616
    42882		 | 		30654
    7940		 | 		30701
    62077		 | 		30762
    57657		 | 		30806
    76291		 | 		30844
    26460		 | 		30882
    2157		 | 		30920
    71307		 | 		30958
    46376		 | 		30996
    43085		 | 		31033
    96779		 | 		31070
    98947		 | 		31108
    23190		 | 		31145
    98226		 | 		31183
    93745		 | 		31221
    26458		 | 		31259
    62275		 | 		31296
    42383		 | 		31361
    92870		 | 		31404
    83358		 | 		31442
    41061		 | 		31480
    66183		 | 		31518
    61894		 | 		31556
    80303		 | 		31594
    56491		 | 		31631
    34198		 | 		31669
    29177		 | 		31707
    75647		 | 		31744
    43175		 | 		31782
    93409		 | 		31819
    88625		 | 		31856
    86056		 | 		31894
    1348		 | 		31959
    67053		 | 		32046
    60064		 | 		32101
    93990		 | 		32141
    9865		 | 		32197
    62220		 | 		32271
    65296		 | 		32336
    56240		 | 		32399
    21656		 | 		32443
    78426		 | 		32481
    71538		 | 		32519
    44845		 | 		32556
    76652		 | 		32594
    65282		 | 		32632
    71302		 | 		32669
    55278		 | 		32707
    24016		 | 		32744
    80523		 | 		32782
    54987		 | 		32820
    65077		 | 		32857
    63058		 | 		32895
    16881		 | 		32933
    61731		 | 		32970
    19548		 | 		33007
    51078		 | 		33045
    90908		 | 		33083
    11546		 | 		33120
    10604		 | 		33158
    668		 | 		33195
    16522		 | 		33233
    13011		 | 		33270
    18367		 | 		33307
    99927		 | 		33377
    73074		 | 		33419
    12356		 | 		33457
    9791		 | 		33495
    51645		 | 		33532
    94003		 | 		33570
    66030		 | 		33607
    73300		 | 		33645
    72428		 | 		33683
    37567		 | 		33720
    34496		 | 		33758
    65431		 | 		33795
    19201		 | 		33833
    5797		 | 		33870
    20708		 | 		33907
    43216		 | 		33945
    2672		 | 		33982
    75695		 | 		34021
    24644		 | 		34058
    65729		 | 		34096
    8927		 | 		34133
    86375		 | 		34171
    1628		 | 		34208
    76356		 | 		34246
    93634		 | 		34284
    29526		 | 		34351
    86960		 | 		34402
    94301		 | 		34440
    62399		 | 		34478
    16322		 | 		34515
    29019		 | 		34553
    62325		 | 		34593
    89396		 | 		34634
    41374		 | 		34671
    72115		 | 		34709
    41040		 | 		34746
    35376		 | 		34784
    54496		 | 		34822
    30692		 | 		34859
    24155		 | 		34897
    8415		 | 		34935
    65187		 | 		34972
    89586		 | 		35010
    27615		 | 		35047
    87336		 | 		35085
    10293		 | 		35122
    87182		 | 		35160
    6359		 | 		35198
    2339		 | 		35236
    28178		 | 		35287
    88439		 | 		35348
    11265		 | 		35412
    14552		 | 		35456
    6418		 | 		35495
    87621		 | 		35533
    24537		 | 		35570
    35943		 | 		35613
    74580		 | 		35650
    35189		 | 		35688
    14694		 | 		35725
    90901		 | 		35763
    64207		 | 		35800
    77018		 | 		35838
    96648		 | 		35875
    21932		 | 		35913
    65485		 | 		35950
    54040		 | 		35987
    73659		 | 		36025
    19980		 | 		36063
    84731		 | 		36100
    97813		 | 		36137
    44746		 | 		36175
    66269		 | 		36212
    87398		 | 		36249
    72360		 | 		36289
    53604		 | 		36339
    14043		 | 		36390
    75894		 | 		36429
    76314		 | 		36467
    16381		 | 		36504
    4071		 | 		36541
    64752		 | 		36580
    27646		 | 		36623
    34974		 | 		36661
    71170		 | 		36698
    31618		 | 		36736
    59510		 | 		36773
    23464		 | 		36810
    6197		 | 		36848
    94698		 | 		36885
    38157		 | 		36923
    13449		 | 		36962
    58904		 | 		36999
    31527		 | 		37037
    26449		 | 		37074
    97187		 | 		37111
    97011		 | 		37149
    80488		 | 		37187
    70845		 | 		37224
    33342		 | 		37262
    81570		 | 		37300
    68657		 | 		37352
    78088		 | 		37403
    47838		 | 		37445
    72407		 | 		37484
    66799		 | 		37522
    17794		 | 		37562
    86449		 | 		37600
    42692		 | 		37637
    94107		 | 		37674
    2829		 | 		37711
    46762		 | 		37748
    75211		 | 		37786
    46826		 | 		37823
    81735		 | 		37860
    62732		 | 		37897
    78443		 | 		37934
    41244		 | 		37972
    86195		 | 		38009
    991		 | 		38046
    52293		 | 		38083
    24352		 | 		38121
    30792		 | 		38158
    27548		 | 		38195
    72230		 | 		38232
    57240		 | 		38269
    24734		 | 		38306
    69240		 | 		39610
    54079		 | 		39662
    95578		 | 		39700
    2581		 | 		39738
    35648		 | 		39776
    64235		 | 		39813
    80668		 | 		39851
    99837		 | 		39888
    36641		 | 		39926
    47467		 | 		39964
    33982		 | 		40001
    23089		 | 		40039
    6510		 | 		40076
    44441		 | 		40113
    42269		 | 		40151
    53272		 | 		40189
    19651		 | 		40227
    89095		 | 		40264
    51358		 | 		40302
    82382		 | 		40352
    83889		 | 		40390
